id_a,id_b,timestamp,x0,x1,x2,x3,std_x0,std_x1,std_x2,std_x3,trace_P,cross_cov_norm,cc_0_1,cc_0_2,cc_0_3,cc_1_2,cc_1_3,cc_2_3,trace_P_before,eig_min_P,sym_err_P,phi_trace,correction_norm,residual_norm,residual
0,1,1787861841.279553,2.000000,0.000000,0.000000,0.000000,7.030516,7.030516,0.883176,0.883176,100.416315,0.026023,0.026023,0.000000,0.000000,0.000000,0.000000,0.000000,100.416315,0.190599,0.000000,4.000000,0.000000,0.623291,0.473150;-0.116591;-0.388622
0,3,1787861841.364841,1.643961,-0.363716,-0.038804,-0.039641,0.768529,0.976446,0.447087,0.451881,1.948168,0.280944,0.025885,0.000000,0.206466,0.000000,0.048593,0.000000,100.416315,0.189529,0.000000,4.000000,0.511987,0.072924,-0.054773;-0.048144
0,1,1787861841.466160,1.603532,-0.297550,-0.004312,0.007058,0.782991,0.959717,0.457994,0.461804,1.957153,0.288616,0.038861,0.000000,0.177825,0.000000,0.071931,0.000000,2.051608,0.184566,0.000000,4.000000,0.077980,0.416108,0.327478;-0.038219;-0.253858
0,3,1787861841.564958,1.601022,-0.305871,-0.004770,0.005629,0.580815,0.766165,0.448368,0.451256,1.329021,0.271102,0.038655,0.000000,0.166424,0.000000,0.066023,0.000000,1.957153,0.181703,0.000000,4.000000,0.008820,0.015605,-0.006548;-0.014165
0,1,1787861841.666993,1.577501,-0.271982,-0.002285,0.003333,0.600915,0.764133,0.459314,0.461730,1.369162,0.277569,0.046519,0.000000,0.151726,0.000000,0.079324,0.000000,1.419328,0.164873,0.000000,4.000000,0.041449,0.353558,0.273407;-0.008670;-0.224001
0,3,1787861841.765146,1.582359,-0.277011,-0.000827,0.001962,0.506397,0.677153,0.448793,0.450896,1.119696,0.271440,0.046451,0.000000,0.148613,0.000000,0.076376,0.000000,1.369162,0.159733,0.000000,4.000000,0.007273,0.020187,0.013109;-0.015352
0,1,1787861841.866011,1.567257,-0.257673,-0.001384,0.001749,0.534218,0.686207,0.459751,0.461571,1.180687,0.276803,0.051754,0.000000,0.139648,0.000000,0.085401,0.000000,1.213815,0.138233,0.000000,4.000000,0.024637,0.281585,0.217884;0.001400;-0.178368
0,3,1787861841.964603,1.572254,-0.261694,0.000839,0.000130,0.469922,0.628836,0.445568,0.447442,1.014997,0.273247,0.051723,0.000000,0.138310,0.000000,0.083215,0.000000,1.180687,0.133896,0.000000,4.000000,0.006979,0.024239,0.017529;-0.016741
0,1,1787861842.066113,1.562334,-0.248971,-0.000886,0.001088,0.505309,0.646843,0.456614,0.458286,1.092266,0.277858,0.055548,0.000000,0.132395,0.000000,0.089915,0.000000,1.116467,0.114798,0.000000,4.000000,0.016194,0.221354,0.166182;0.001884;-0.146210
0,3,1787861842.162175,1.560097,-0.251376,-0.002165,-0.000204,0.451953,0.600466,0.437940,0.440006,0.950217,0.275220,0.055531,0.000000,0.131691,0.000000,0.087998,0.000000,1.092266,0.112249,0.000000,4.000000,0.003754,0.014124,-0.011224;-0.008574
1,3,1787861842.265485,1.590979,-0.192874,0.014001,0.018792,0.443717,0.559031,0.438600,0.440522,0.895829,0.270245,0.058061,0.000000,0.110318,0.000000,0.101866,0.000000,1.058184,0.091877,0.000000,4.000000,0.070181,0.241194,0.123166;0.207376
0,1,1787861842.365915,1.585957,-0.190162,0.000829,-0.000339,0.467698,0.575268,0.449816,0.451677,0.956022,0.273094,0.060476,0.000000,0.107938,0.000000,0.104680,0.000000,0.961603,0.087624,0.000000,4.000000,0.005778,0.210822,0.177993;0.031099;-0.108615
0,3,1787861842.466977,1.577612,-0.199410,-0.005308,-0.007192,0.424778,0.543082,0.425587,0.427971,0.839659,0.272177,0.060588,0.000000,0.110178,0.000000,0.101411,0.000000,0.956022,0.086628,0.000000,4.000000,0.015484,0.063384,-0.049034;-0.040165
1,3,1787861842.564958,1.600980,-0.170154,0.013331,0.013047,0.434439,0.536488,0.423750,0.427241,0.838655,0.271034,0.061753,0.000000,0.099241,0.000000,0.110040,0.000000,0.951240,0.073809,0.000000,4.000000,0.041832,0.178766,0.109515;0.141293
0,1,1787861842.665323,1.598566,-0.169452,0.014814,0.012766,0.434231,0.534847,0.423618,0.427034,0.836428,0.272249,0.063512,0.000000,0.098008,0.000000,0.110729,0.000000,0.838655,0.073561,0.000000,4.000000,0.002933,0.189608,0.167279;0.037836;-0.080855
0,3,1787861842.765341,1.586974,-0.181013,-0.007996,-0.008252,0.449982,0.551977,0.413787,0.417082,0.852339,0.273977,0.063688,0.000000,0.100985,0.000000,0.109304,0.000000,0.959986,0.065221,0.000000,4.000000,0.020001,0.084773,-0.068308;-0.050204
0,1,1787861843.566185,1.584816,-0.180427,0.000637,-0.000185,0.717998,0.790137,0.470311,0.473201,1.584950,0.284029,0.065137,0.000000,0.101954,0.000000,0.116937,0.000000,1.586817,0.054523,0.000000,4.000000,0.002332,0.177872,0.154787;0.034607;-0.080510
0,3,1787861843.665148,1.578071,-0.196722,-0.003339,-0.009864,0.545117,0.636413,0.379068,0.382072,0.991846,0.278721,0.065250,0.000000,0.106200,0.000000,0.107271,0.000000,1.584950,0.054510,0.000000,4.000000,0.020507,0.037492,-0.019835;-0.031815
1,3,1787861843.765755,1.615975,-0.159682,0.019030,0.016824,0.509115,0.591883,0.357804,0.362319,0.868823,0.274466,0.065900,0.000000,0.093025,0.000000,0.115541,0.000000,1.143304,0.052426,0.000000,4.000000,0.058770,0.161016,0.105116;0.121971
0,1,1787861844.166377,1.615562,-0.159681,0.000977,-0.000062,0.617111,0.688531,0.384664,0.388824,1.154051,0.277496,0.067050,0.000000,0.092125,0.000000,0.118322,0.000000,1.154769,0.050503,0.000000,4.000000,0.001063,0.167750,0.152289;0.039442;-0.058244
0,3,1787861844.265338,1.588559,-0.179213,-0.013568,-0.010751,0.502371,0.592240,0.332327,0.335982,0.826451,0.275674,0.067230,0.000000,0.097227,0.000000,0.111217,0.000000,1.154051,0.050500,0.000000,4.000000,0.037901,0.092615,-0.083096;-0.040897
1,3,1787861844.365409,1.618102,-0.154863,0.013423,0.010140,0.479263,0.565173,0.325453,0.330214,0.764075,0.273310,0.067604,0.000000,0.089084,0.000000,0.116622,0.000000,0.944411,0.049889,0.000000,4.000000,0.041818,0.141894,0.099836;0.100830
0,1,1787861844.464572,1.617878,-0.154891,0.014270,0.010074,0.479224,0.564856,0.325390,0.330119,0.763576,0.274078,0.068545,0.000000,0.088860,0.000000,0.116673,0.000000,0.764075,0.049862,0.000000,4.000000,0.000879,0.171227,0.154739;0.040502;-0.061110
0,3,1787861844.565650,1.597302,-0.169113,-0.010205,-0.007275,0.466340,0.558810,0.319153,0.323201,0.736060,0.274265,0.068722,0.000000,0.092129,0.000000,0.113413,0.000000,0.874066,0.049417,0.000000,4.000000,0.027976,0.104711,-0.094931;-0.044187
1,3,1787861844.664794,1.618440,-0.153241,0.000566,0.000129,0.419283,0.513658,0.301846,0.306920,0.624954,0.272549,0.068955,0.000000,0.087124,0.000000,0.116470,0.000000,0.736060,0.049310,0.000000,4.000000,0.029488,0.127811,0.093563;0.087073
0,1,1787861844.765309,1.618727,-0.153204,0.000778,0.000111,0.456607,0.545884,0.317920,0.322717,0.711698,0.273546,0.069740,0.000000,0.086587,0.000000,0.117219,0.000000,0.712071,0.048764,0.000000,4.000000,0.000837,0.151819,0.143701;0.039519;-0.028935
0,3,1787861844.865165,1.602818,-0.164741,-0.008227,-0.006646,0.414113,0.513095,0.298563,0.302731,0.615541,0.273368,0.069910,0.000000,0.089459,0.000000,0.113999,0.000000,0.711698,0.048762,0.000000,4.000000,0.022648,0.101504,-0.091181;-0.044600
1,3,1787861844.965533,1.619690,-0.152652,0.007829,0.005132,0.418207,0.514173,0.305083,0.309774,0.628306,0.272603,0.070081,0.000000,0.085957,0.000000,0.116565,0.000000,0.701068,0.048000,0.000000,4.000000,0.022769,0.122267,0.090702;0.081990
0,1,1787861845.065105,1.619974,-0.152593,0.008382,0.005254,0.418160,0.513977,0.305045,0.309725,0.628013,0.273173,0.070749,0.000000,0.085880,0.000000,0.116544,0.000000,0.628306,0.047991,0.000000,4.000000,0.000636,0.134749,0.129073;0.036343;-0.013287
0,3,1787861845.166218,1.602759,-0.163121,-0.009092,-0.005710,0.422784,0.521268,0.307600,0.311590,0.642173,0.273371,0.070891,0.000000,0.087968,0.000000,0.114512,0.000000,0.717972,0.047363,0.000000,4.000000,0.022857,0.115243,-0.107474;-0.041597
1,3,1787861845.264618,1.618934,-0.152254,-0.000183,-0.000213,0.391044,0.491271,0.294697,0.299389,0.570744,0.272520,0.071017,0.000000,0.085175,0.000000,0.116329,0.000000,0.642173,0.047302,0.000000,4.000000,0.022120,0.119973,0.091453;0.077652
0,1,1787861845.365191,1.619336,-0.152214,0.000561,0.000078,0.426806,0.521908,0.311171,0.315612,0.650991,0.273115,0.071592,0.000000,0.084783,0.000000,0.116740,0.000000,0.651235,0.046658,0.000000,4.000000,0.000696,0.155776,0.147104;0.042471;-0.028686
0,3,1787861845.465631,1.602263,-0.162015,-0.009824,-0.005962,0.394177,0.496526,0.294749,0.298707,0.578017,0.273141,0.071719,0.000000,0.086967,0.000000,0.114455,0.000000,0.650991,0.046658,0.000000,4.000000,0.023062,0.118924,-0.112327;-0.039059
0,1,1787861845.862013,1.602060,-0.162089,0.000128,-0.000019,0.471983,0.564023,0.326919,0.330492,0.756990,0.273733,0.072229,0.000000,0.086694,0.000000,0.114810,0.000000,0.757242,0.045878,0.000000,4.000000,0.000252,0.143777,0.135589;0.037406;-0.029801
0,3,1787861845.966181,1.586393,-0.172427,-0.008252,-0.005408,0.463894,0.558569,0.319440,0.322663,0.733351,0.273532,0.072300,0.000000,0.088856,0.000000,0.112376,0.000000,0.871246,0.045795,0.000000,4.000000,0.021206,0.080375,-0.074213;-0.030862
1,3,1787861846.065538,1.612099,-0.156550,0.013308,0.007643,0.436462,0.529753,0.316214,0.319983,0.673517,0.272095,0.072408,0.000000,0.085280,0.000000,0.114407,0.000000,0.795724,0.048975,0.000000,4.000000,0.033888,0.140761,0.110008;0.087818
0,1,1787861846.162143,1.612031,-0.156589,0.013467,0.007636,0.436441,0.529590,0.316210,0.319979,0.673321,0.272465,0.072857,0.000000,0.085190,0.000000,0.114419,0.000000,0.673517,0.048971,0.000000,4.000000,0.000177,0.125509,0.116966;0.032582;-0.031780
0,3,1787861846.265414,1.597885,-0.165772,-0.007441,-0.004828,0.437360,0.532801,0.315753,0.319417,0.676888,0.272665,0.072929,0.000000,0.087101,0.000000,0.112636,0.000000,0.771147,0.048150,0.000000,4.000000,0.019056,0.086816,-0.080287;-0.033031
1,3,1787861846.365282,1.617604,-0.153771,0.010392,0.005897,0.418820,0.513908,0.316686,0.320951,0.642812,0.271752,0.073011,0.000000,0.084506,0.000000,0.114235,0.000000,0.734425,0.050847,0.000000,4.000000,0.025993,0.124286,0.097104;0.077574
0,1,1787861847.064984,1.617809,-0.153719,0.000195,0.000026,0.555147,0.634945,0.360953,0.364701,0.974638,0.271601,0.073414,0.000000,0.083806,0.000000,0.114382,0.000000,0.974802,0.048185,0.000000,4.000000,0.000289,0.136750,0.131432;0.036232;-0.010654
0,3,1787861847.165350,1.588140,-0.169388,-0.014837,-0.007737,0.515109,0.600684,0.337079,0.340521,0.855734,0.272312,0.073472,0.000000,0.087033,0.000000,0.111807,0.000000,1.124612,0.048042,0.000000,4.000000,0.037494,0.101983,-0.097624;-0.029497
1,3,1787861847.264305,1.616753,-0.153125,0.000059,0.000277,0.448585,0.537379,0.310335,0.314761,0.685387,0.271050,0.073536,0.000000,0.083731,0.000000,0.113782,0.000000,0.855734,0.047982,0.000000,4.000000,0.037004,0.129337,0.103006;0.078217
0,1,1787861847.365016,1.616906,-0.153087,0.000147,0.000018,0.489318,0.573308,0.326046,0.330263,0.783493,0.271144,0.073896,0.000000,0.083489,0.000000,0.113759,0.000000,0.783640,0.047884,0.000000,4.000000,0.000217,0.135259,0.129599;0.036698;-0.012349
0,3,1787861847.465613,1.595393,-0.164785,-0.011088,-0.005989,0.452959,0.544109,0.318205,0.322426,0.706440,0.271923,0.073950,0.000000,0.085920,0.000000,0.112054,0.000000,0.849201,0.051207,0.000000,4.000000,0.027541,0.102251,-0.097414;-0.031075
1,3,1787861847.565050,1.616249,-0.153425,-0.000255,-0.000415,0.411215,0.505635,0.302587,0.307615,0.610951,0.271186,0.074004,0.000000,0.083726,0.000000,0.113456,0.000000,0.706440,0.051113,0.000000,4.000000,0.026692,0.124748,0.100356;0.074098
0,1,1787861847.665684,1.616354,-0.153367,0.000095,0.000005,0.447615,0.537345,0.318682,0.323460,0.695283,0.271258,0.074328,0.000000,0.083530,0.000000,0.113401,0.000000,0.695419,0.050150,0.000000,4.000000,0.000154,0.134199,0.129384;0.034617;-0.008421
0,3,1787861847.765081,1.598369,-0.162612,-0.010067,-0.005191,0.408087,0.505520,0.301244,0.306141,0.606557,0.271993,0.074374,0.000000,0.085399,0.000000,0.112220,0.000000,0.695283,0.050136,0.000000,4.000000,0.023221,0.109201,-0.104824;-0.030608
1,3,1787861847.865901,1.616113,-0.153354,0.008495,0.004196,0.414088,0.509635,0.307828,0.313043,0.623950,0.271317,0.074422,0.000000,0.083734,0.000000,0.113161,0.000000,0.691102,0.048978,0.000000,4.000000,0.022143,0.123572,0.100352;0.072107
0,1,1787861847.965401,1.616234,-0.153284,0.008530,0.004183,0.414071,0.509523,0.307827,0.313042,0.623821,0.271559,0.074715,0.000000,0.083679,0.000000,0.113165,0.000000,0.623950,0.048975,0.000000,4.000000,0.000145,0.116866,0.111316;0.030528;0.018292
0,3,1787861848.064912,1.601932,-0.161749,-0.007571,-0.004473,0.420023,0.517081,0.310987,0.315995,0.640358,0.272058,0.074756,0.000000,0.085213,0.000000,0.112090,0.000000,0.713369,0.048004,0.000000,4.000000,0.018803,0.097396,-0.091689;-0.032850
1,3,1787861848.162315,1.618298,-0.152982,0.001784,0.000268,0.389306,0.488829,0.297708,0.303187,0.571065,0.271564,0.074797,0.000000,0.083638,0.000000,0.113130,0.000000,0.640358,0.047958,0.000000,4.000000,0.021323,0.117407,0.094957;0.069048
0,1,1787861848.262270,1.618434,-0.152917,0.001822,0.000257,0.389291,0.488721,0.297708,0.303187,0.570948,0.271784,0.075064,0.000000,0.083588,0.000000,0.113132,0.000000,0.571065,0.047954,0.000000,4.000000,0.000157,0.120656,0.112844;0.032817;0.027334
0,3,1787861848.365689,1.607460,-0.161279,-0.006347,-0.004849,0.411470,0.510149,0.314232,0.319099,0.630126,0.272059,0.075094,0.000000,0.084843,0.000000,0.112122,0.000000,0.708859,0.049802,0.000000,4.000000,0.015942,0.079642,-0.071311;-0.035462
1,3,1787861848.466435,1.621984,-0.153089,0.002165,-0.000314,0.383286,0.484286,0.301821,0.307098,0.566847,0.271764,0.075132,0.000000,0.083485,0.000000,0.113147,0.000000,0.630126,0.049742,0.000000,4.000000,0.019262,0.111001,0.088416;0.067111
0,1,1787861848.565624,1.622113,-0.153017,0.000029,-0.000009,0.419409,0.515456,0.317956,0.322969,0.647004,0.271824,0.075375,0.000000,0.083367,0.000000,0.113081,0.000000,0.647109,0.048274,0.000000,4.000000,0.000151,0.109326,0.102376;0.028763;0.025375
0,3,1787861848.666158,1.607023,-0.160816,-0.009434,-0.004822,0.388977,0.490767,0.302360,0.307411,0.578078,0.272616,0.075408,0.000000,0.084874,0.000000,0.112334,0.000000,0.647004,0.048268,0.000000,4.000000,0.020031,0.107358,-0.103181;-0.029654
1,3,1787861848.764696,1.621308,-0.153057,0.007589,0.003906,0.401147,0.500266,0.309217,0.314450,0.605679,0.272223,0.075444,0.000000,0.083706,0.000000,0.113073,0.000000,0.661122,0.046937,0.000000,4.000000,0.018361,0.112877,0.090612;0.067311
0,1,1787861848.865558,1.621309,-0.153035,-0.000006,-0.000024,0.420472,0.516983,0.324985,0.329968,0.658562,0.272363,0.075667,0.000000,0.083652,0.000000,0.113044,0.000000,0.658666,0.049462,0.000000,4.000000,0.000033,0.139635,0.134498;0.037381;-0.003322
0,3,1787861848.965105,1.605043,-0.160796,-0.010442,-0.004893,0.389790,0.491871,0.308841,0.313910,0.587796,0.273085,0.075695,0.000000,0.085045,0.000000,0.112345,0.000000,0.658562,0.049450,0.000000,4.000000,0.021388,0.113346,-0.109932;-0.027610
1,3,1787861849.165655,1.622169,-0.151737,0.010013,0.005077,0.414374,0.511612,0.324143,0.329095,0.646825,0.271984,0.075712,0.000000,0.083731,0.000000,0.112541,0.000000,0.731843,0.050245,0.000000,4.000000,0.022392,0.111018,0.089791;0.065288
0,1,1787861849.264691,1.622177,-0.151738,0.009990,0.005039,0.414364,0.511517,0.324143,0.329094,0.646718,0.272149,0.075918,0.000000,0.083680,0.000000,0.112551,0.000000,0.646825,0.050242,0.000000,4.000000,0.000046,0.118835,0.112555;0.032815;0.019398
0,3,1787861849.365495,1.611046,-0.160152,-0.006356,-0.004728,0.423121,0.520573,0.324780,0.329638,0.664171,0.272946,0.075941,0.000000,0.085170,0.000000,0.111835,0.000000,0.742704,0.048474,0.000000,4.000000,0.016045,0.080458,-0.072416;-0.035065
0,1,1787861849.465231,1.610710,-0.160243,-0.006546,-0.004817,0.423106,0.520435,0.324777,0.329629,0.664006,0.273084,0.076133,0.000000,0.085083,0.000000,0.111868,0.000000,0.664171,0.048472,0.000000,4.000000,0.000407,0.135075,0.130475;0.034894;0.001952
0,3,1787861849.564915,1.593793,-0.167202,-0.009649,-0.003877,0.430491,0.527963,0.323960,0.328882,0.677181,0.273715,0.076147,0.000000,0.086407,0.000000,0.111161,0.000000,0.764086,0.047138,0.000000,4.000000,0.021042,0.101153,-0.099250;-0.019527
1,3,1787861849.665559,1.614194,-0.156425,0.011812,0.005916,0.415112,0.511863,0.322955,0.328033,0.646228,0.272911,0.076184,0.000000,0.084663,0.000000,0.112063,0.000000,0.736479,0.049597,0.000000,4.000000,0.026587,0.128593,0.104257;0.075277
0,1,1787861849.766176,1.613934,-0.156476,-0.000096,-0.000049,0.435694,0.529701,0.338082,0.342934,0.702316,0.273020,0.076363,0.000000,0.084630,0.000000,0.112028,0.000000,0.702450,0.051776,0.000000,4.000000,0.000286,0.129522,0.125143;0.033352;-0.001649
0,3,1787861849.965349,1.599674,-0.164895,-0.008107,-0.004678,0.440267,0.534931,0.334914,0.339888,0.707677,0.273861,0.076377,0.000000,0.086107,0.000000,0.111377,0.000000,0.808091,0.049741,0.000000,4.000000,0.019022,0.084769,-0.080034;-0.027933
0,1,1787861850.065255,1.599143,-0.164981,-0.008337,-0.004747,0.440242,0.534765,0.334908,0.339875,0.707465,0.273968,0.076545,0.000000,0.086002,0.000000,0.111421,0.000000,0.707677,0.049739,0.000000,4.000000,0.000590,0.127779,0.123379;0.031486;-0.010666
1,3,1787861850.264780,1.622309,-0.152881,0.013990,0.007030,0.432517,0.525295,0.322953,0.328126,0.674971,0.272417,0.076560,0.000000,0.084150,0.000000,0.111707,0.000000,0.815113,0.048315,0.000000,4.000000,0.030467,0.117474,0.095215;0.068806
0,1,1787861850.365501,1.622124,-0.152939,-0.000028,-0.000033,0.475885,0.563476,0.338081,0.343025,0.775936,0.272396,0.076717,0.000000,0.084071,0.000000,0.111608,0.000000,0.776057,0.047374,0.000000,4.000000,0.000198,0.126935,0.121953;0.032859;0.012656
0,3,1787861850.465806,1.603728,-0.161881,-0.011092,-0.005277,0.425951,0.520758,0.313109,0.318429,0.652058,0.273762,0.076727,0.000000,0.085741,0.000000,0.111294,0.000000,0.775936,0.047369,0.000000,4.000000,0.023839,0.095766,-0.092721;-0.023958
0,1,1787861850.766137,1.603275,-0.162039,-0.000160,-0.000077,0.513612,0.598706,0.343562,0.348413,0.861672,0.273904,0.076875,0.000000,0.086002,0.000000,0.111027,0.000000,0.861892,0.046490,0.000000,4.000000,0.000512,0.109939,0.106027;0.028149;0.007234
0,3,1787861850.863986,1.583104,-0.170354,-0.011598,-0.004674,0.448721,0.541153,0.313042,0.318414,0.693580,0.274839,0.076881,0.000000,0.087287,0.000000,0.110671,0.000000,0.861672,0.046486,0.000000,4.000000,0.025059,0.087000,-0.085375;-0.016737
0,1,1787861850.965734,1.582348,-0.170580,-0.000282,-0.000104,0.490841,0.578605,0.328617,0.333727,0.795071,0.275033,0.077020,0.000000,0.087472,0.000000,0.110540,0.000000,0.795403,0.046464,0.000000,4.000000,0.000844,0.121479,0.117377;0.031303;0.000027
0,3,1787861851.365277,1.569913,-0.177880,-0.006038,-0.003473,0.504562,0.591403,0.326260,0.331395,0.820608,0.275260,0.077021,0.000000,0.088488,0.000000,0.109750,0.000000,1.051497,0.046988,0.000000,4.000000,0.016014,0.047440,-0.044821;-0.015544
1,3,1787861851.464761,1.603746,-0.160958,0.011331,0.004855,0.442088,0.531187,0.301552,0.307033,0.662804,0.273644,0.077066,0.000000,0.085442,0.000000,0.111136,0.000000,0.820608,0.046954,0.000000,4.000000,0.042451,0.155084,0.127280;0.088605
0,1,1787861851.565358,1.603349,-0.161101,-0.000056,-0.000031,0.481090,0.565785,0.317701,0.322906,0.756763,0.273688,0.077199,0.000000,0.085408,0.000000,0.111081,0.000000,0.756930,0.047185,0.000000,4.000000,0.000427,0.120021,0.114995;0.030657;0.015536
0,3,1787861851.765355,1.582480,-0.169622,-0.009968,-0.003986,0.466679,0.554873,0.312812,0.318352,0.724873,0.274854,0.077204,0.000000,0.086941,0.000000,0.110709,0.000000,0.866723,0.047358,0.000000,4.000000,0.024967,0.093756,-0.092030;-0.017910
